name,title,desc
Bithika92,Overpriced,I brought an item and wanted to return the same.return was expected still no one turned up for pickup.
patilswapnil350,Different kind of clothes,"As the name of this site bewakoof.com its not that mean they fool you it's a genuine site you can trust it.Now about my experience, I have ordered 3-4 times on this site and they delivered on time and high quality clothing and main thing that their funky quotes texted on cloths it's amazing I had just ordered because of their style, their is many different clothing styles available on site like sweatshirts, t shirt, etc."
shubhankar_007,Poor quality product,"Today I am going to share my shopping experience with Bewakoof.com. So I order a T shirt from this site and the T shirt delivered to my home about after 13 days. And they delivered wrong T shirt and when I complain to the customer service they told ok we will send a delivery man  you can return the product to the delivery man, but the next day no one  came  to collect the product and when I call to the customer service again they told me the same. The customer service is very bad of this website."
tonmoymondal,As like there name - Bewakoof.com,This website customer service is not good . I don't like there customer service . There customer service team is not friendly for that I don't like this website .
niteshsaini393,Bewakoof,Really I am used this site but first time I am cheated by an online site because I ordered an product through my personal debit card And the product is sucfesfully order and its estimate delivered time is maximum 7 days but after estimate delivere time period the product is not reach me so I lodge this type of problem to its customers care and they told me to take patient and they spend many days to resolve the problem and every single day I would call to its customers care so finally after 1 months this product reach me so at that time this product is totally waste so in this site no panchualty manner and I suggest to unexperienced person about online site is plseaw don't use this site.
Bantymoohband098,Poor services & products,"I have orderd a t-shirt fromthis site and it was so bad of quality that I totally disappointed after I recieved my order.the customer service is also bad.i have requested for the return but no reply come from them till now.I have also call them, they have tell me that the product will be returned but still no one came to return it.the delivery time also not correct.it reaches three days of delay."
bhuwanjoshi555mj,Cheap quality products,"I have ordered jeans last year from Bewakoof.com and I was not happy with the service. First, the customer support is very very poor. Infact, they are not interested to listen to the queries of the customers. When I called them to track my orders they simply manipulated me."
Singharadhana254,Quality of the product is not good !!!,"Hi companions I have requested an arrangement of formals from bewakoof.com and 2 pants I am not in the least content with my request, their item inventory was less there was no famous brand for pants like Levis and Wrangler so I don't think they can draw great clients."
honeymarryme,Limited Stock,Just not giving a wide range of variety of products in fashion or bags.
adityapunkstar11,Yes they are making us bewakoof,I orderd this tshirt from bewakoof.com and paid 600 around for the delivery. There is some exictment when the delievery comes and you open your ordered thing.First of all the delivery was a day late even you pay the charge and after opening the package my mood was to just tear the tshirt. Then I thought why to waste money I wear it one time and then the next time I washed it was so loose like you inflate a balloon. God knows what kind of cotton shirt was it & the product quality is too bad. It feels like you pay for it and wear it for one time.
aradhana_singh22,Poor catalogue and product quality.,Hello friends recently I have ordered a set of clothes from bewakoof.com and to jeans I am not at all happy with my order.
yv71920,Latest fashion with reasonable price.,I always punjabi song and latest hollywood songs so I notice every clothes of actor and singer in the movie amd I always think this month I will buy a t shirt like him or jeans like him I searched toonmuch in the shop and onkibe too I was not able to find it unti I fou d bewkoof.com website this is tbe first websote in my mind which is best for fashiin lovers here you can get all tbe latest stuffs jeans damamge jeans t shirts joogers anythingh you want to have everything is available here and trust me price is also very reasonable here. I ordered a marron full sleeves t shirt which round down side abd it 's neck shaoe was round it' clothes quality was also too good I love wearing it I wpuld advice you go and shoo from this site. Thanks a lot.
singhharshita5252,Bewakoof.com express it self,Hi friend today we are going to talk about bewakoof.com it express it self that this is very cheap name and quality.Their customer service is very bad they are not good towards their customers I ordered one dress but I didn't got it in 10 working days so I called them the man who was talking to me was very rude and he shouted at me and arguing with me like any thing please if you dont want to be insulted then dont buy anything from bewakoof.com this is very bad and I felt very bad when he talked to me like that.
786Devil786,CHEAP QUALITY PRODUCTS,Hello. the name of the site is bewakoof.com express itself. Well I had ordered a t shirt of fullsleeves just 2 months ago. N the tshirt is text printed. Its take 1 n half week to dilever the product n after using it I experience that the printing is disappering n the colour is getting dull so obviously the quality was very cheap. I would never recommend people to shop from this site.
ashishverma9650,Poor catalogue and product quality,"Hello friends I have ordered a set of formals from bewakoof.com and 2 jeans I am not at all happy with my order, their product catalogue was very less there was no popular brand for jeans like Levis and Wrangler so I don't think they can lure good customers."
Rushali_Swain,The matte finish looks amazing!,Bewakoof.com has a funky variety of phone covers. I wanted to order all of them. But I stuck to one to see if its really reliable or not.  It was delivered today. And I'm in love! It took around 7 days. The packaging was done nicely.
abish2009,My experience in bewakoof,Bewakoof is a site for online shopping they have a wide variety of collections in all the sections I once ordered a back cover for my phone they told me that it would delivered in 2 days and I got the package delivered after a week they delay a lot after the delivery when I open the package the product which I saw online was different from the product which I got I ordered a black colour back cover but I got a white and black back cover I was so irritated so please be careful while ordering things in bewakoof
souravghoshbkp,Bewakoof.com (Experience),"Hello Friend's ! Today I am share with you my  personal experience against Bewakoof.com.I am a customer of this site.I am approximately 2weeks ago ordered a Formal T-Shirt from this site.The quality of the T-shirt was very bad & poor.As well as the delivery time of the product was very slow & late.I am really disapointed with this site.When I am complaine it against in their customer care they refused my complaine.So, it is a proof of their customer care, they cannot work properly.Today's market lot of shopping site was available there which service was better than Bewakoof.com.Therefore, I am not recommended you to shop from this site.Bewakoof is totally Bewakoof & Bekar. Thank You( Happy Shopping)"
ShriyashReviews,Bewakoof.com,"Hello,"
darshan12619,POOR SERVICE,"Bewakoof.com is a online website where you can shop clothes, mobile covers etc. I have used this website to buy some shoes, the order was successfully placed but the shipping time was 3 days, but I recieved the order after 2 weeks, which In my opinion was very disappointing."
spsingh99,Bewakoof.com a paradox,"Bewakoof.com a online shopping website, which offers its products with jingles, tags line, some cool unique trendy clothing, mobile covers, and many more. I have purchased a hoody jacket and a T - shirt the quality was very good as well as fabric was good. There are many products on the websiter with different styles the price on website is a bit high but you can buy when it comes in your budget but trust me the products are worth purchasing it because are of good quality. Dilevery is slow as compared to Flipkart and Amazon. But overall it is reliable."
sahilnanda173,Bewakoof,"Hello friends, my name is sahil and I like to share my review on bewakoof.com. I recently ordered tshirt from this website but after using it for first time and when I washed it in washing machine the colour of tshirt get fade. I asked customer care regarding this problem but they have no answers for this kind of problems. I never purchased anything from this website because they sell very cheap products which is useless after one time wore. I do not recommend this website to anyone."
aditya3011,A RELIABLE STORE,I ordered a T shirt and a cover for my iPhone 7 plus delivery was great. got the package within two days quality of the cover was absolutely fantastic and T shirt was not too good the cotton was truly bad and started tearing within 45 days of purchase. Although it's a great store to buy covers for your mobile customer service is excellent and delivery is brilliant. That's all my true experience that I have shared with you friends thanks for reading.
alexsajan18,Variety products,"Bewakoof.com has a small selection of variety design t shirts. I downloaded this app only because of that reason. We can also earn from each purchase. These earings can be combined to buy another item. Eventhough it is nothing to other big online sites, the things it contain are rare and are really attractive."
hiteshkhanna,Bewakoof.com,Hello guys today I am going to review online shopping website bewakoof.com which is mainly famous for its different printed things like tshirts and mobile covers. I had ordered mobile cover for my mobile at rs 499. But I want to say that the product quality was very cheap and the printed pattern disappears just after 2 months of use. Also they took around 2 weeks to deliever the product which is a very long time.
malukaniricha9,True opinion,"I had bewakoof app in my phone I ordered a track suit recently through it the pictures shown in this are completely diffrent and, what I recived was different. The quality of cloth is low and not durable. I really did not like the product. It was like, thin cloth I dont know why I recived this. I will never order from this"
mandalsoumyajit07,Amazing Website for Buying Clothes,First let me tell you.Bewakoof.com is all about style!
ankit2252,Making bewakoof of public,"This is just like politician, making bewakoof of public. Products are totally different from from what what you ordered online and return process is like winning a war. Quality of product is worse and even not properly packed when you recieve the item. App and website are just too bad to use, slow and irritating. customer support is another milestone by bewakoof as no ine respond to your problems even if tgey do then its another problem as their response is very rude. delivery is never on time, bewakoof is not reliable at all."
harshadhiyol,Worst site,First of all this site selling mostly fake products.
landofaccessories,Trending Stuff,This is a website where you get stuff for youth wear mostly. The customer service is decent yes they can improve it a little but overall no issues with it.
ratiranjanpanda10,Bewakoof.com,I ordered 2 tshirts on bewakoof  that doesn't look good but in the app it looks quite good customer service on bewakoof.com is very poor u can't even contact the customer care service product quality is not same as shown on internet delivery time very poor it tooks 8 days  to get a delivery and the android app of bewakoof.com is very poor it lags a lot and requires and uses haeavy data so overally it's not realiable.
rohitkawle810,Bewakoof.com | Best Product,"Bewakoof.com  best website for buy mobile back covers, shorts, boxers, track pant etc. I am buy back cover for my redmi 3s and use for 5-6 month it is so strong and nice in quality . Also bewakoof.com give off for buy any product buy credit card it is also a nice choose of only shopping ."
kunalsinghthakur6,Bewakoof.com,Bewakoof.com is not famous website in our country many of the people in this country doesn't know that there is a website available on the web which is named bewakoof this website is like the ordinary shopping websites for buying products like shoes clothes extra but this side is not too much good as another websites the customer service on this website is so bad and that time of delivery is too much late as compared to given time and most important the quality of product available on this website is very cheap and poor
zaid212,One of my favourite,"This site have one of the best tshirt, shirt, mobile case and joggers collection"
asis777,Youth online site,This site focoseing in indian yout products
mustanfm93,Good online site,The name is so funny for them that first when I visited them . I have a order a slim fit shirt and it has good customer service . and it have a good quality product . And also delivery on time and very soon as a soon .I am download this app my mobile phone only use and also very easy use to app and websites . I refer this online shopping  website to all my friend and everyone . And I have  trust this site . And I give a rating 4.5 / 5 star
skenterprises1307,Nice,I bought for printed mobile cover. with my choise. it is a very cool printing. and print is owssem. and print also long lasting . I bougth few months before . still it is same and good condition. planning to buy another. and they have good collection for uth.printed t shirt. Amazing.and classy.
joshi568,A fool person has ability to change the world,If I talk about the name if you are not wise that not means you have nothing to do if you are not able to competitive with other then do just become different from all that what bewakoof.com is doing they are wise as well and competitive as well thing is that they are different and now in this world era the person or anything who is different and doing the same thing in different way this world respect them and give the fame and popularity and this is the key of success management is creative and mind setup to introduce the thing different way focus on result not in money
himanshubt20,BEWAKOOF .COM,Breaking.com pretty funny named website .In Hindi language breaking means fool ????
mascarenhasallen5,Overall great service!!,"Bewakoof.com is a good online website for shopping.I bought a light blue denim jogger from the website whichs costs rs.1699.The quality of the product is upto the mark.It is woth the money spent.The product arrived within 5 days of ordering.It is actually before the given time which shows that bewakoof has a good delivery service.The jogger was same as shown in the picture.The website is also properly organized.It did not take me much time to search for the product that I wanted.Overall the quality of the product is good, size is proper and it is a reliable and trusted website for shopping online.I recommend everyone to shop from bewakoof.com."
ronladdsouza,Bewakoof,"Bewakoof.com is really making us bewakoof by their fake site, initially I did not had any idea to purchase anything from this site but their advertisements on facebook pages were really attracted as wan make our own design on the dress we want to buy, but the quality of dress materials are really very pathetic and the product I ordered I could not use it for more then twice the dress was costly and was not at all worth for buying really a pathetic fake site"
Ankit6464awasthi,Waste of money,Hello everyone my name is Ankit awasthi. and I am going to tell you about bewakuf.com. seriously it is just like it's name. Bewakuf.com it worst site. When I go on this site I was looking for jeans. And I have spend too much time on this site and finally I like two jaens. so I orderd that. Seriously it was too much irritating they took too much time to deliver that jaeans. as I was so excited  to see my jeans. And after soo many days when they deliver jeans I saw them it was totally looking different from they show on site. thats quality was worst.  I hate this site. It is worst site. And seriously it was my full to waste of time and ya waste of money too. So I will never suggest this site to anyone.
dumbo7,Bewakoof.com,"When I at first opened bewakoof.com, I examined this site for around 30 minutes, they have bundles of shirt with astonishing quotes. I checked each and every quote and shirt. I was hunting down some hunk or practice focus sort shirts. Finally I found few and I asked for them.  Their transport organization is totally not all that awful they passed on me the things in 6 days. When I opened the package, I felt awesome in light of the way that shirt were absolutely same which I asked for and quality was in like manner mind boggling. I have managers them around 4 months back and shirts are still as it is by all accounts, there."
jayagauri90,Make a fool out of people,"Bewkoof.com is not at all a good and a satifactory online site for shopping . The first time I opened the site, I was amazed seeing the different and  new prints on the t shirts and I decided to order two of them for rupees 1000 . My excitement had already finished when they took so long to deliver it to me which was 15 days, approximately 2 weeks . Whenever I tried to reach them through call or e mail, they never responded and even if they did, it was too late and always making excuses. I could ignore all this but then when the package reached me and I unpacked it, I was shocked to see the misprinting on the t shirts and the bad quality of the t shirts. I also tried to ask them for refund but again no response so instead I thought that I could wear them as my night suit thats it . I had the worst experience with this web site."
charles32,Worst products sold online,This site dispatches very low quality printed poducts. I had ordered 5 t-shirts from this site and they arrived within the estimated time so I was very happy to see them. But the moment I unpacked all the boxes all of my enthusiasm was lost. Two out of those 5 t-shirts had fault in its print. The other three thirts also were very different than the ones I had seen on the site. They had a poor quality of cloth used for it. I had all of my t-shirts returned and fought for the refund in my bank account. I'm never ordering any of the items sold my bewakoof.com
Narendraprasad,Do not use it for Clothing.,Bewakoof.com is worse online website for buying anything because I had bad experience from it I once ordered I mobile phone back cover from it in around Rs. 500 with shipping charge and it took three weeks to reached over to me and when I tried to contact them through email and through they always made excuses that it will take time our server is slow and all . And when I got it seriously it does not seem to be like Rs. 500 back cover it like RS.300 - Rs. 250 totally do not worth it . And their customer support is also very bad they do not have any good answer to any question they simply tried to make excuses to the customer . And when I tried to review it then I come to know that they does not show customer review on their website that totally bad I mean they had put lot of brain in making this website so that people does not come to know about the bad thing they are selling in high price tag. I would not recommend this website to anyone.
vvk_thakur,Its Real bewakoof.com,"I wants to tell you guys, bewakoof.com needs to provides good faclities but bewakoof.com failed"
rohitchanchal007,Making people Bewakoof as it is named after .,Bewakoof.com is making people bewakoof as it is named after I am saying this because I had a bad experience with it . Actually I have ordered two product from this website one was mobile phone back cover and another was one lower . And I find out that this website is actually only good at mobile phone back cover  because when I placed ordered it was of Rs. 900 and it's actually price was Rs. 1200 but I bought it on sale so when I wore this lower for two to three time then problem came to star like the elastic quality of the lower was very bad one at the waist and also with bottom of the lower near ankle because after two to three wash it elastic at bottom end of lower near ankle get lose and stitching quality was also not that good as compared to the price I have paid like the elastic near waist get stcked with robe which was given for the fashion statement the elastic and robe always get stucked and get twisted with each other and one can feel the twisting of elastic and robe while wearing it and after washing many time it threats are also getting visible as it is cheaper one like of RS. 500 and the fabric was good but after wash it it getting a bit of annoying like it it getting tighter at some point. I would recommend this website only to those people who only want to buy mobile phone back cover they are of good quality and one can get every design for every mobile phone but not for clothing and delivering time is also very slow like it take two week atleast to get product delivered it was same with the mobile case and same with the lower I would not recommend this website to anyone for clothing if you like my review do like and write comment .
mayanksogani96,Swendler and big fraud,"Today I am sharing my bad experience with this website , I see many adverts of this it have diffetent collection of clothes and shoes which you never saw , I visit website and see many t shirts with good thoughts there is offer buy 3 at 999 .so I order three with my size after payment it show it delivered within 2 week . But it delivered very late around 3 week , after I receive my order .the packaging is so different and there is dobut in my mind that is there something wrong and when I open packet it appear truth.there is only single tshirt .i complain them they say me we sent a pair of three , so it is not our fault you receive single product .now I understand whole that they fool me and prove that they made bewakoof to their consumer .now very disappointed why I buy from this website."
garg1994,Such a damper- Disappointed,Dont buy any product from Bewakoof.com as from the name you should know  they make fool of their customers .Firstly they assured me delievery within a week but after 6-7 days also the product was not even shipped then I has to cancel my order.After cancellation I received mail that your request for cancellation has been  processed but I have already done my payment through credit card.i sent several mails but they are not replying .i must say am totally disappointed with their service .theae guya are the real bewakoof
rishabjolly,Bewakoof online shopping,This Bewakoof.com online shopping site is not a good site for the shooping. I ordered many times from this site but always facing following problems.
rhyno,Bewakoof.com,".Bewakoof.com is a form site which was offering garments however now they offers telephone covers too. The items are truly appealing to youths like understudies.  The User interface is great not a lot to say in regards to that now coming to value I would state that estimating is tiny bit higher than it ought to be, everything on this site is really overrated by me. The items which is appeared on site is same we get when purchasing yet the main thing the items are minimal overrated .I.e., we get much quality item at same cost. I recommend wesites like myntra, amazon, jabong because of this."
dkdinesh357,Unique site,Bewakoof.com is quite different site as compared to the other sites.
rjnhot,High prices and less products,I don't seem Bewakoof.com that useful or nice as the other online shopping applications are their. Because they don't have quantity in products and even the quality they provide is average and the prices are not worth. They are extraordinarily high as compared to their competitors though they provide good quality in affordable prices. App is good looking but it doesn't show what we are trying to search most the time. Delivery time is late and I don't know about the customer service because I didn't had a word with them yet and I think it won't be needed because I am not not gonna use it again.
robhin007,Bewakoof.com,Bewakoof is really good. The loading time is a bit more than expected. I'd like the Search to be better by the next . And the clothing quality is up there with the big brands. Good job you guys.
shiva9203,Bewakoof .com really bewakoof site,Bewakoof .com jaisa name hai waisa hi kam v hai bewakoof .com it was a really bewakoof to the piople Ordered 1 cases for my mobile very bad quality plastic and broke the very first time This is the bad and fake shopping site i'm not satisfied never shop this website the quaity of product is so bad they dont offer refund even if you hate the product your money is lost Ther customer service very week I think so very bad Bewakoof .com website
mohibkhan62,Best one,Bewakoof is a cool casual-wear brand. Our customers are our focus and we believe in connecting with them to the fullest.
Adroitfahim,"Be bewakoof, to buy from bewakoof!","Hi,"
beautifullife786,Bewakoof.com,"Indeed, folks! Bewakoof .com is chiefly mold site. However, now they have begun offering portable adornments too. This site focused on client of understudies. We office going individuals may not feel good to visit this site as we for the most part wear formal.  Anyway, the costs are additionally higher. I find everything on this site is really over evaluated. Still by one means or another I requested a shirt however they conveyed it might b in 10 days or don't recall precisely yet it wasn't quick. The quality that I got was not in the slightest degree that much palatable. It was an alright sort material. Over whatever I can state that the site is goof for adolescents yet the cost of the items is minimal high."
mukuljethiwal4,The site for shopping various types of products,It offer exclusive designed tshirts specifically the tshirts which has comment on it.These are awesome comments which we use in our every day existence but its manner of supplying is just terrific. Also its payjamas.I've gone through it very quality designed pajamas are there.Virtually I constantly use its cowl for redecorating my room through editing the phrase in it.Bewakoof is the website which I found to be maximum suitable over layout specifically to teenagers and it so a la mode and nice brands in India and items seems amazing and I likewise located that in ther are cellphone returned spreads moreover.
abhaye9,Slow delivery,Hello friends
abrarsaquib786,Quality Issue,I have heard much about Bewakoof.com and then I decided to buy a denim from this website.
angelthunder18,Best collection but very expensive price,"Bewakoof official is a online shoping site collection bewakoof official is have a best collection of crop top quality was good and clothes material too.i buy the crop top from bewakoof official its a good crop top people can buy this crop in starting rate was 325 rs normal crop top collection was good but neither then collection was very good but high in rate so middle class people can't shopping in this online site if you are very classy and and high fashion sense you go for it in bewakoof site the delivery services was also good they ship on time they give all services to the customer home delivery, emi, pay through credit and debit .its good but high rate according to other online service"
rockingrhyme,IPhone 7 cover too hard.,"Just ordered an iPhone 7 logo cut say cheese cover. The typical hard case, mediocre quality cover is literally too hard to take off. Price is too high. Would not recommend this. Buy one from a market so you know what you are paying for against this. Took me 15 mins to take it out. Makes the phone to scratches."
kajal4eveer36,Chutias,Wt the ff s ds service.worst I ordered for a black panther samsung galaxy phne cover and ws delivered a blue one I call here n there looking for customer care executives contact no bt nt available.Wtf.I have returne my order and want my refund as soon as possible.n call me up as soon as possible.cheaters.
npsuthar28,Making People Bewakoof by Over Priced Cheap Cloths,"I placed an order for hoodie for the winter at Rs.1299.The order was delivered on the day of expected delivery date, that was good. But all good ends after opening the box, the hoodie was different in colour as well as in size. Through it was M but it feels like they have send XL or XXL sized. I tried to contact them via mail but I received only auto replied mail, neither specialised solution nor refund/replace arrangement regarding. Fortunately one of my friend is oversized whom I given it and got my money of course.I would request all the people to Amazon/Flipakrt or  go to the local market for shopping especially cloths.You may find better quality at the online rates."
srijanaldo,4/5 stars,Clothing quality- 9/10(comparable to puma)
Sanchaybhargava,Bewakoof.come making people the name it has,Bewakoof.com was started by a college student and has earned good amount but I would suggest you dont waste your money on the webiste instead go to the flea market and buy products the bewakoof webiste has alot of different products liie tshirts mobile covers and things I also ordered a mobile cover for my phone the delivery time was fine but the product quality was so unsatisfying and horrible I cant tell you so hard plastic and so thin it only had a good impression by looks if you see it from a distance also I bought the tshirt from this website the tshirt quality was ok ok but wasnt satisfying they charged good amount  delivery charges I mean y should we pay delivery harges man tbut still I did and im unsatisfied by the products I bought from this website
sohelshekh786,Not good online store,"Bewakoof.Com has a flowery name and really fancy cool searching collection. Telephone cases Ordered 2 cases for my mother and myself. Both very reasonably-priced fine plastic and broke the very first time it fall on the floor. The charge of Rs 350+ delivery charges is exorbitant for this satisfactory. Leggings The leggings had been presupposed to be becoming or little bendy, rather it became a pajama match. I'm now wearing them at home for mattress time. T-Shirts Hosiery stuff which you find at your neighborhood flea markets. If you want to pay excessive for those caricature t-shirts. You can like them, then."
rajugorai6,Bewakoof.com online shopping website.,"I want to share my personal experience about Bewakoof.com online shopping website. I visited this website as my friend recommend to me. I finally visited by his word of mouth and place order a goggle.I get the delivery 5 days late when I ask for the reason for late delivery they blame me that he daily come and return as I am not available, which is the greatest lie and worst excuse they try on me as because I am self employed and for that I always work from my home."
vinayak777,Bewakoof,Bewakoof.com is yet another online shopping portal which has become a good name amongst the youth now. You can shop there for clothes as well as mobile covers and cases. It has good products and serves good vale for money. The delivery options are also good I ordered one product and received the delivery within 3 days. The site is reliable and has great range of clothes at a very good rate. It offers discount almost every other day which is really good for the customers. Do visit this website once before buying clothes I am sure it won't disappoint.
narimanpoint,Unique Site Bewakoof.com,"Value for Money. I ordered Denim Joggers from Bewakoof, initially I was worried about the quality but after receiving the product I found it comfortable, the quality of the fabric is appreciable. To my surprise the Pants were really soft unlike other Denim Pants. The fit and the look of these Denim Joggers are great. I received the product within 3 days. So in all, I am happy with the product and the service and would recommend this brand to my friends too.Bewakoof has some great products and Mobile CASES are awsum. I love the catchy one-liners.Keep up the great work. I am really happy with service and delivery. The price of the products are on the higher side, but the I have absolutely no complaints regarding the quality of the product. Overall, I had good experience with this brand. Looking forward to new designs.guys go gor iT."
Shruds0713,"Moto g cover broken, dull and old","This is for your kind information that the product which I had ordered order no 3818609 moto g cover with wolf printed has been delivered to me today 11.03.2016 when I opened the packet I was shocked it was just rediculus from your side, I mean how could you guys manage to do dis the product was dull and old broken from earphone side, it was disgusting .not a pinch of the product was worth for me if you guys won't have the product don't deliver the dull and old product, we people r so much searching for the best and this is what happen .its a humble and a kind request return my product refund."
sudeshsmw,Making BEWAKOOF of people,Hey everyone.
aaditya9787,Bewakoof.com,Bewakoof.com
chahalsharma45,Be Bewakoof ~ cool,"Hey everone, We all have gone through various shoping websites and applications. 'Bewakoof.com' is one of the best among them. I bought my galaxy s5 phone back cover from here and I 'm totaly satisfy with the price, product quality, and delivery time. Its main focus is on designing the products accoding to the trend suitable for Young Indians. My classmates used to shop clothing appliances and accesories from here , and find all products all good."
rohitsharmahacker,Unique stuff,Hehe if you are looking for some good and unique clothes then I personally recommend you about bewakoof.com its an amazing app and cool stuff .and most amazing part they provide very cool stuff not that boring old stuff loke other sites and the prices of the products in bewakoof.com is also fits in budget .i buyed 2 tshirts from bewakoof.com and trust 9 out of 10 people asked me where you got this from.and bewakoof also provide home delivery so u dont have worry.they will reach at your home and provide the product safely
iambakarwi,Worst delivery service,"Regarding order # 4531065 and 4640261. Regarding first order it was one plus 3 case which was of used quality and also scratches can be seen which was also not fitting in to my mobile. So I returned it vat and cod charges were not refunded to me also worst part is the delivery person is really uneducated and uncultured.The way they are behaving is very cheap and that was actually expected from a start up with no proper future. Now comes to second order, actually I did not get a single chance to see my product because the delivery agents did not call before coming also ad mentioned earlier in my review that these agents are very unprofessional they use to say teko ana hai to aa nai to main order cancel karta hun and ultimately as said my the owner of Bewakoof said my order was cancelled, not only this vat and other charges were not refunded Around 350 rs is in my Bewakoof wallet and I can only shop with it at Bewakoof only as their refund policy is like that only .MAY GOD BLESS THESE PEOPLE."
xudip,Live life like bewakoof :P,"Bewakoof has been active since a long time. When bewakoof first came out, it had some really cool stuffs which were moderately priced. The quantity in category was less despite  being a startup but they really made some cool t-shirts with some funky quotes or designs. With time they have indulged into selling denims, joggers, hoodies, boxers, pyjamas, etc. I have noticed a few pyjamas & hoodies bearing the same design it had 2 years back which I personally didn't like. With time one needs to evolve & not just changing the website's UI & putting an app in playstore, I meant changing the stuffs that they were selling an year back & welcoming new designers with some more creative ideas. The denims & joggers are over priced. The only thing I like now about bewakoof is their Boxers section. All the boxers are reasonably priced at Rs. 245/- compared to flipkart or souled store where the same thing is priced at above Rs. 350. I have recently ordered a boxer & a mobile cover from bewakoof. The boxer was delivered pretty fast within 3 days through fedex courier service. The mobile cover hasn't been dispatched yet. I have mailed my concern twice since it's already prepaid. Hope they will do it in time."
Arya_Chinnu,Qualityless.,"I have bought a few garments and mobile cases so far on this shopping website. Everytime I bought a garment, I used to face some problem. Now, I would like to share the problems I had been through. Some of the things which annoy me are:"
bharatkunwar632,Bewakoof service,Last four months ago I was to be a doing the shopping from this site of the bewakoof .com it was a really bewakoof to the prople I dont know how to actually this web site is the old web site but they are not to be a give a best quality of the product they are to be a send the lost of the thing which is the  very unactive thing they are send actully last two month ago I doing the online shopping of the shirt but they are lot of thousand of the product on it if I wont to and choose any kind of the clots or the shirt so they are to be a send the differnt color of the shirt so I was to be a request to then to change but they are not to be a change  so I dont know how to change becouse I dont like that color which is they are to be a send
nishanchakmaholdem,Bad quality,Clothes quality are cheap and it is very ridiculous.the name is also not good and hence not worth buying and will be the maker of a good product.there were time which was not relevant.Pls don’t waste u r time and money on online shopping with bewakoof. They don’t deliver purchased product.no time limit.no response to emails.there is customer .very poor pathetic service. Inspite of so many reminders no budy care about you. There are also rumours that it can be a pathetic apps and website which is not good at all.it will continuously irritate you in their website and the quality of the product is less in quantity. Thank You
snapdragon9999,Bewkoof with the most awesome Swag,Bewkoof as the name suggests is a very funky and catchy website.
vivekbagdai,Products are good but delivery service verybad,"I order on Bewakoof.com 3-4 times but all the times they say delivery time  2-4 days, and non of the product deliver on time. and Its not like I order from some small town where delivery may take time, but this guys only have good items not good  service."
Das_Rajesh,Reggae collection is incredible,"I am a hippy by heart. I usually buy my clothes from Goa because that’s the ultimate place to get Reggae stuff. I am a huge Rasta follower and keep hunting for hippie clothes, shades, accessories etc. I was surprised to see Bewakoof.com’s Reggae collection! There’s a wide range of Reggae Tshirts, vests and joggers collection with them. They’ve always had the funny and creative things printed on their tshirts and joggers, which already has made them stand out. I had ordered 2 joggers from Bewakoof.com earlier and I love it’s quality and style. Now I’ve ordered 2 tshirts and 1 vest from the Reggae Collection. Hoping that it arrives soon!"
shubhankdadhich,BEWARE###PLEASE SAVE URSELF FROM FAKE SUPPLEMENTS,"Hi All,"
girish322,BEWAKOOF.. THE BEST TREND STYLE  SHOPPING.,Bewakoof
Ashish_Jadhav,The product quality is unbeatable,"Often funky t-shirts and pyjamas are assumed to be low quality product. But Bewakoof has provided both quality and cool humor t-shirts. I feel the delivery is slow is received my products after 8 days of order placement. But its worth the wait. The t-shirts are comfortable and print is good too. The designs are impressive. I got myself a T-shirt and a pyjama, I even uploaded pictures on the website wearing these and my photo got featured on the Fanbook. They have amazing games and contests on social mediam, I find it very exciting to be associated to this brand as a customer. It really defines youth."
Saurav_k,Value for money,"I have always been a wearer of tees with bold statements. I used to do most of my shoping from the famous street markets in Mumbai. So you can imagine my delight when I discovered a site like Bewakoof.com! Not only do I get t-shirts with very original content but at amost the same price as charged by the street vendors. I don't mind paying the extra 50 bucks or so for the premium quality of fabric that they use. Now I regularly buy all my clothes from sites like Bewakoof, Inkfruit and Redwolf. I believe the extra premium charged by these sites are worth the money as we get the products home delivered, the quality of the clothes is much better and the level of creativity is unmatched. So kudos to all these ecommerce companies for making our shopping so much simpler!"
adigada3,Batman and Superman Collection are a hit!,I have always been a mad anime fan. So I was so glad when I saw Bewakoof's Batman and Superman Collection. Their designs are cool and simple at the same time. I especially like their pajamas and boxers with all over prints. Their products are super comfortable. I was happy to find the same print available in so many color combinations. I even picked up a Flash tee which is a big deal since it is not very commonly found. Now my entire wardrobe is full of superhero cloths all thanks to Bewakoof. It was quite saddening though at times when some of the products chosen by me were not available in stock. I hope they come out with more product lines for a lot of other anime characters!
mravijitda,Bewakoof Latest Fashion,"I was not much aware from Bewkoof.com, I have seen many advertisement on net of Bewkoof.com, like with some of funny phrase or few very meaningful phrase written on the T-shirt. Once my cousin told me this site is real, and there is huge collection of T-shirt for both boy and girls.I have ordered quite a few items from bewakoof.com. As the name sounds, the website is completely opposite. They have amazing and very cute and innovative designs which have stolen my heart. I've bought a mobile case, few t-shirts and few mugs as well."
jeenisoni1,AMAZING Site for UNIQUE ITEMS,"You want to Buy some cool t shirts , hoodies , or some other unique dresses this is your Jam."
