pull-right,profile-img href,b-lazy src,b-lazy src 2,user-ms-name,user-ms-name href,usr-addr-text,total-rev-counts,total-rev-counts href,total-followers-counts,total-followers-counts href,col-10,col-10 href,rating,views,rating 2,rating 3,rating href,label,more,more 2,more 3,flag-review-text href,flag-review-text src,share,share 2,share 3,share 4,share 5,rc src,like-image-new src,rar-rate,tooltip,comment-image-new src,comment-clk,share-text-icon src,share-text-icon,btn,btn 2,btn 3,tooltip-content,b-lazy src 3,tooltip-content 3
Reply as Brand,https://www.mouthshut.com/bhuwanjoshi555mj,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,bhuwanjoshi555mj,https://www.mouthshut.com/bhuwanjoshi555mj,Pithoragarh India,129 Reviews,https://www.mouthshut.com/bhuwanjoshi555mj/reviews,70 Followers,https://www.mouthshut.com/account/trust_by.php?user=bhuwanjoshi555mj,Cheap quality products,https://www.mouthshut.com/review/bewakoof-review-ttrmtttltln,"Jul 07, 2017 08:54 PM",5969 Views,,,,Response Received,"I have ordered jeans last year from Bewakoof.com and I was not happy with the service. First, the customer support is very very poor. Infact, they are not interested to listen to the queries of the customers. When I called them to track my orders they simply manipulated me.",The products available on the website are very poor quality and not the leading brands in the market. When I received my jeans. After washing it 2-3 times it has started to fade the color. They are selling all the poor quality products at very high rates.,Delivery time was also not what they promised at the time of order. it took 7 days to reach the product at my home. This is too much of a time now a days as other e-commerce giants are providing same day delivery. App and website are designed well and a new user can easily navigate the site.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,mm22928494577,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/Singharadhana254,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,Singharadhana254,https://www.mouthshut.com/singharadhana254,Ranchi India,547 Reviews,https://www.mouthshut.com/singharadhana254/reviews,335 Followers,https://www.mouthshut.com/account/trust_by.php?user=singharadhana254,Quality of the product is not good !!!,https://www.mouthshut.com/review/bewakoof-review-rloqtmrtsln,"Jul 07, 2017 02:47 AM",3384 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"Hi companions I have requested an arrangement of formals from bewakoof.com and 2 pants I am not in the least content with my request, their item inventory was less there was no famous brand for pants like Levis and Wrangler so I don't think they can draw great clients.",the nature of formal is awful they are much the same as garments solds on little shops. It took around 5 days for items to convey which is not in the slightest degree worthy. I have requested a white shading shirt however the shading was extremely dull.,so when I put an arrival ask for through application they were not tolerating my demand there application and site are futile their client bolster is second rate class there official are not going to listen you. they don't know how to manage clients they were not courteous companions please avoid this site don't squander your cash and time.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,kskamalsharma007,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/honeymarryme,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,honeymarryme,https://www.mouthshut.com/honeymarryme,Sangrur India,122 Reviews,https://www.mouthshut.com/honeymarryme/reviews,72 Followers,https://www.mouthshut.com/account/trust_by.php?user=honeymarryme,Limited Stock,https://www.mouthshut.com/review/bewakoof-review-npmtmltlpln,"Jun 23, 2017 01:08 PM",5885 Views,(via ),iOS App,https://www.mouthshut.com/app,Response Received,Just not giving a wide range of variety of products in fashion or bags.,Now the range of its products are very high with unknown barnds they are taking a huge amount and with no discounts at all.,Now todays everyone wants all brands clothes with a good discount so that one has the option to be choose among a lot of ones.But here you get only 13 to 15 products so how can we choose from these limited stocks.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/adityapunkstar11,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,adityapunkstar11,https://www.mouthshut.com/adityapunkstar11,Gurgaon India,35 Reviews,https://www.mouthshut.com/adityapunkstar11/reviews,40 Followers,https://www.mouthshut.com/account/trust_by.php?user=adityapunkstar11,Yes they are making us bewakoof,https://www.mouthshut.com/review/bewakoof-review-qutppootnln,"Jun 19, 2017 03:56 PM",5725 Views,(via ),iOS App,https://www.mouthshut.com/app,Response Received,I orderd this tshirt from bewakoof.com and paid 600 around for the delivery. There is some exictment when the delievery comes and you open your ordered thing.First of all the delivery was a day late even you pay the charge and after opening the package my mood was to just tear the tshirt. Then I thought why to waste money I wear it one time and then the next time I washed it was so loose like you inflate a balloon. God knows what kind of cotton shirt was it & the product quality is too bad. It feels like you pay for it and wear it for one time.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,braj2057,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/aradhana_singh22,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,aradhana_singh22,https://www.mouthshut.com/aradhana_singh22,Ranchi India,424 Reviews,https://www.mouthshut.com/aradhana_singh22/reviews,276 Followers,https://www.mouthshut.com/account/trust_by.php?user=aradhana_singh22,Poor catalogue and product quality.,https://www.mouthshut.com/review/bewakoof-review-ommnrttrnln,"Jun 19, 2017 01:24 AM",6667 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,Hello friends recently I have ordered a set of clothes from bewakoof.com and to jeans I am not at all happy with my order.,Their products catalogue was very less there was no popular brand for jeans like Levis Wrangler Lee so I don't think they can attract good customers. The quality of formals is also very bad the clothes was sold from the small shops.,It took around 5 to 6 days for the products to deliver which is not at all acceptable. I have ordered a white shirt but the colour was also dull and looked very boring. So when I placed a return request through the app they were not accepting my request there.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/yv71920,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,yv71920,https://www.mouthshut.com/yv71920,Chandigarh India,38 Reviews,https://www.mouthshut.com/yv71920/reviews,51 Followers,https://www.mouthshut.com/account/trust_by.php?user=yv71920,Latest fashion with reasonable price.,https://www.mouthshut.com/review/bewakoof-review-qluruurrnln,"Jun 18, 2017 11:29 PM",5568 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,I always punjabi song and latest hollywood songs so I notice every clothes of actor and singer in the movie amd I always think this month I will buy a t shirt like him or jeans like him I searched toonmuch in the shop and onkibe too I was not able to find it unti I fou d bewkoof.com website this is tbe first websote in my mind which is best for fashiin lovers here you can get all tbe latest stuffs jeans damamge jeans t shirts joogers anythingh you want to have everything is available here and trust me price is also very reasonable here. I ordered a marron full sleeves t shirt which round down side abd it 's neck shaoe was round it' clothes quality was also too good I love wearing it I wpuld advice you go and shoo from this site. Thanks a lot.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/singhharshita5252,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,singhharshita5252,https://www.mouthshut.com/singhharshita5252,- India,27 Reviews,https://www.mouthshut.com/singhharshita5252/reviews,1 Follower,https://www.mouthshut.com/account/trust_by.php?user=singhharshita5252,Bewakoof.com express it self,https://www.mouthshut.com/review/bewakoof-review-uotpuunumln,"Jun 16, 2017 03:10 PM",3165 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,Hi friend today we are going to talk about bewakoof.com it express it self that this is very cheap name and quality.Their customer service is very bad they are not good towards their customers I ordered one dress but I didn't got it in 10 working days so I called them the man who was talking to me was very rude and he shouted at me and arguing with me like any thing please if you dont want to be insulted then dont buy anything from bewakoof.com this is very bad and I felt very bad when he talked to me like that.,Thank you,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/786Devil786,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,786Devil786,https://www.mouthshut.com/786devil786,Mumbai India,16 Reviews,https://www.mouthshut.com/786devil786/reviews,61 Followers,https://www.mouthshut.com/account/trust_by.php?user=786devil786,CHEAP QUALITY PRODUCTS,https://www.mouthshut.com/review/bewakoof-review-sspotpmpmln,"Jun 15, 2017 08:14 AM",2853 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,Hello. the name of the site is bewakoof.com express itself. Well I had ordered a t shirt of fullsleeves just 2 months ago. N the tshirt is text printed. Its take 1 n half week to dilever the product n after using it I experience that the printing is disappering n the colour is getting dull so obviously the quality was very cheap. I would never recommend people to shop from this site.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/ashishverma9650,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,ashishverma9650,https://www.mouthshut.com/ashishverma9650,Faridabad India,496 Reviews,https://www.mouthshut.com/ashishverma9650/reviews,547 Followers,https://www.mouthshut.com/account/trust_by.php?user=ashishverma9650,Poor catalogue and product quality,https://www.mouthshut.com/review/bewakoof-review-suorsqmulln,"Jun 13, 2017 07:53 PM",4911 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Hello friends I have ordered a set of formals from bewakoof.com and 2 jeans I am not at all happy with my order, their product catalogue was very less there was no popular brand for jeans like Levis and Wrangler so I don't think they can lure good customers.",the quality of formal is very bad they are just like clothes solds on small shops. It took around 5 days for products to deliver which is not at all acceptable. I have ordered a white colour shirt but the colour was very dull.,so when I placed a return request through app they were not accepting my request there app and website are useless their customer support is third class there executive are not going to listen you. they don't know how to deal with customers they were not polite friends please stay away from this site don't waste your money and time.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,husanbhatti,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/Rushali_Swain,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,Rushali_Swain,https://www.mouthshut.com/rushali_swain,Bangalore India,2 Reviews,https://www.mouthshut.com/rushali_swain/reviews,2 Followers,https://www.mouthshut.com/account/trust_by.php?user=rushali_swain,The matte finish looks amazing!,https://www.mouthshut.com/review/bewakoof-review-pupnptmllln,"Jun 10, 2017 04:28 PM",3557 Views,,,,Response Received,Bewakoof.com has a funky variety of phone covers. I wanted to order all of them. But I stuck to one to see if its really reliable or not.  It was delivered today. And I'm in love! It took around 7 days. The packaging was done nicely.,The cover is exactly how I saw on the website. The matte finish is really good!  Hopefully the quality remains the same for a long time.,"Glad, I ordered from Bewakoof.com!",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/abish2009,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,abish2009,https://www.mouthshut.com/abish2009,Bangalore India,41 Reviews,https://www.mouthshut.com/abish2009/reviews,95 Followers,https://www.mouthshut.com/account/trust_by.php?user=abish2009,My experience in bewakoof,https://www.mouthshut.com/review/bewakoof-review-nllroprtuum,"Jun 10, 2017 08:27 AM",3224 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,Bewakoof is a site for online shopping they have a wide variety of collections in all the sections I once ordered a back cover for my phone they told me that it would delivered in 2 days and I got the package delivered after a week they delay a lot after the delivery when I open the package the product which I saw online was different from the product which I got I ordered a black colour back cover but I got a white and black back cover I was so irritated so please be careful while ordering things in bewakoof,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/souravghoshbkp,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,souravghoshbkp,https://www.mouthshut.com/souravghoshbkp,Barrackpore India,295 Reviews,https://www.mouthshut.com/souravghoshbkp/reviews,247 Followers,https://www.mouthshut.com/account/trust_by.php?user=souravghoshbkp,Bewakoof.com (Experience),https://www.mouthshut.com/review/bewakoof-review-slmsuoosuum,"Jun 09, 2017 07:40 PM",4153 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Hello Friend's ! Today I am share with you my  personal experience against Bewakoof.com.I am a customer of this site.I am approximately 2weeks ago ordered a Formal T-Shirt from this site.The quality of the T-shirt was very bad & poor.As well as the delivery time of the product was very slow & late.I am really disapointed with this site.When I am complaine it against in their customer care they refused my complaine.So, it is a proof of their customer care, they cannot work properly.Today's market lot of shopping site was available there which service was better than Bewakoof.com.Therefore, I am not recommended you to shop from this site.Bewakoof is totally Bewakoof & Bekar. Thank You( Happy Shopping)",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/ShriyashReviews,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,ShriyashReviews,https://www.mouthshut.com/shriyashreviews,Pune India,11 Reviews,https://www.mouthshut.com/shriyashreviews/reviews,26 Followers,https://www.mouthshut.com/account/trust_by.php?user=shriyashreviews,Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-smnntntquum,"Jun 09, 2017 01:44 PM",3746 Views,,,,Response Received,"Hello,","I usually shop online, whether it is electronic, clothes, accessories, books, etc.","I prefer bewakoof.com, for clothes because it has selective and trending fashion always.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
Reply as Brand,https://www.mouthshut.com/darshan12619,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,darshan12619,https://www.mouthshut.com/darshan12619,Mumbai India,141 Reviews,https://www.mouthshut.com/darshan12619/reviews,116 Followers,https://www.mouthshut.com/account/trust_by.php?user=darshan12619,POOR SERVICE,https://www.mouthshut.com/review/bewakoof-review-oulrmmtnuum,"Jun 08, 2017 05:03 PM",4017 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Bewakoof.com is a online website where you can shop clothes, mobile covers etc. I have used this website to buy some shoes, the order was successfully placed but the shipping time was 3 days, but I recieved the order after 2 weeks, which In my opinion was very disappointing.",And I have also noticed this website is really slow to recieve or cancel the order.,"In my opinion you should try website like amazon, flipkart etc. Which in my opinion are far better than this website.",javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/spsingh99,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,spsingh99,https://www.mouthshut.com/spsingh99,Indore India,57 Reviews,https://www.mouthshut.com/spsingh99/reviews,84 Followers,https://www.mouthshut.com/account/trust_by.php?user=spsingh99,Bewakoof.com a paradox,https://www.mouthshut.com/review/bewakoof-review-nomnrmsmuum,"Jun 08, 2017 12:29 PM",4427 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Bewakoof.com a online shopping website, which offers its products with jingles, tags line, some cool unique trendy clothing, mobile covers, and many more. I have purchased a hoody jacket and a T - shirt the quality was very good as well as fabric was good. There are many products on the websiter with different styles the price on website is a bit high but you can buy when it comes in your budget but trust me the products are worth purchasing it because are of good quality. Dilevery is slow as compared to Flipkart and Amazon. But overall it is reliable.",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/sahilnanda173,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,sahilnanda173,https://www.mouthshut.com/sahilnanda173,"New Delhi, India India",559 Reviews,https://www.mouthshut.com/sahilnanda173/reviews,480 Followers,https://www.mouthshut.com/account/trust_by.php?user=sahilnanda173,Bewakoof,https://www.mouthshut.com/review/bewakoof-review-tnpprssqtum,"Jun 06, 2017 07:32 PM",2958 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Hello friends, my name is sahil and I like to share my review on bewakoof.com. I recently ordered tshirt from this website but after using it for first time and when I washed it in washing machine the colour of tshirt get fade. I asked customer care regarding this problem but they have no answers for this kind of problems. I never purchased anything from this website because they sell very cheap products which is useless after one time wore. I do not recommend this website to anyone.",Thanks,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/aditya3011,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,aditya3011,https://www.mouthshut.com/aditya3011,Shanti Nagar Colony Gali No1 City Pride English School  India,5 Reviews,https://www.mouthshut.com/aditya3011/reviews,1 Follower,https://www.mouthshut.com/account/trust_by.php?user=aditya3011,A RELIABLE STORE,https://www.mouthshut.com/review/bewakoof-review-nqlsnrumtum,"Jun 05, 2017 04:59 PM",2885 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,I ordered a T shirt and a cover for my iPhone 7 plus delivery was great. got the package within two days quality of the cover was absolutely fantastic and T shirt was not too good the cotton was truly bad and started tearing within 45 days of purchase. Although it's a great store to buy covers for your mobile customer service is excellent and delivery is brilliant. That's all my true experience that I have shared with you friends thanks for reading.,,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,1,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,lesnar831,,
Reply as Brand,https://www.mouthshut.com/alexsajan18,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,alexsajan18,https://www.mouthshut.com/alexsajan18,"Thodupuzha, India India",9 Reviews,https://www.mouthshut.com/alexsajan18/reviews,1 Follower,https://www.mouthshut.com/account/trust_by.php?user=alexsajan18,Variety products,https://www.mouthshut.com/review/bewakoof-review-lpmpnllurum,"Jun 01, 2017 03:33 PM",2965 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,"Bewakoof.com has a small selection of variety design t shirts. I downloaded this app only because of that reason. We can also earn from each purchase. These earings can be combined to buy another item. Eventhough it is nothing to other big online sites, the things it contain are rare and are really attractive.",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,11,,,
Latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/hiteshkhanna,https://image3.mouthshut.com/images/imagesu/m/hiteshkhanna.jpg,https://image3.mouthshut.com/images/Offline/Common/Images/Badge/celebrity-writer.png,hiteshkhanna,https://www.mouthshut.com/hiteshkhanna,Faridabad India,350 Reviews,https://www.mouthshut.com/hiteshkhanna/reviews,166 Followers,https://www.mouthshut.com/account/trust_by.php?user=hiteshkhanna,Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-opssmnlrrum,"May 31, 2017 05:48 PM",3760 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,Hello guys today I am going to review online shopping website bewakoof.com which is mainly famous for its different printed things like tshirts and mobile covers. I had ordered mobile cover for my mobile at rs 499. But I want to say that the product quality was very cheap and the printed pattern disappears just after 2 months of use. Also they took around 2 weeks to deliever the product which is a very long time.,And when I call customer care for enquiry they never responded to calls and also not to my e-mails.,Overall it is not a reliable website and would never recommend this website for shopping.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,https://www.mouthshut.com/APP_THEMES/Default/IMAGES/verified-member-icon.png,MouthShut Verified Member
Reply as Brand,https://www.mouthshut.com/malukaniricha9,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,malukaniricha9,https://www.mouthshut.com/malukaniricha9,Ahmedabad India,40 Reviews,https://www.mouthshut.com/malukaniricha9/reviews,47 Followers,https://www.mouthshut.com/account/trust_by.php?user=malukaniricha9,True opinion,https://www.mouthshut.com/review/bewakoof-review-llpmotqqrum,"May 31, 2017 04:06 PM",3114 Views,(via ),iOS App,https://www.mouthshut.com/app,Response Received,"I had bewakoof app in my phone I ordered a track suit recently through it the pictures shown in this are completely diffrent and, what I recived was different. The quality of cloth is low and not durable. I really did not like the product. It was like, thin cloth I dont know why I recived this. I will never order from this",,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,0,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,,,
